FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8133481.txt,https://infura-ipfs.io/ipfs/qmdxwua5mtcpqfrcqpbuup8sqyncyanha4dqz9dalye5jx/index1.html,86,infura-ipfs.io,14,0,io,11.78438569,0.636363636,0.0129268,0.03771695,2,0,0,0,0.0,66,0.767,6,0.07,0,0,0,6,0.07,1,4,112,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48679.txt,https://www.supplychainquarterly.com,35,www.supplychainquarterly.com,28,0,com,100.0,1.0,0.5229071,0.050373856,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,442,14471,1,supplychainquarterly,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,1,0,1,22,2,5,82,2,61,1
125638.txt,https://www.bankmillennium.pl,28,www.bankmillennium.pl,21,0,pl,100.0,1.0,0.0069695,0.051675527,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,8834,45813,1,bankmillennium,100.0,100.0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,1,0,1,39,8,14,95,2,35,1
838201.txt,https://www.timemodule.com,25,www.timemodule.com,18,0,com,100.0,1.0,0.5229071,0.066945211,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1044,729,1,timemodule,100.0,100.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,34,11,17,101,0,3,1
mw27000.txt,http://www.bbistrovantonbb.com,29,www.bbistrovantonbb.com,23,0,com,56.27030539,1.0,0.5229071,0.057051856,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,2,484,1,bbistrovantonbb,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8031475.txt,https://project1a-7b9f0.web.app/,31,project1a-7b9f0.web.app,23,0,app,61.09010712,0.473684211,0.001502,0.039577979,3,1,0,0,0.0,16,0.516,4,0.129,0,0,0,3,0.097,1,256,61468,1,project1a-7b9f0web,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,15,3,9,0,0,1,0
793993.txt,https://www.mizkan.com,21,www.mizkan.com,14,0,com,100.0,1.0,0.5229071,0.057523936,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,989,24962,1,mizkan,100.0,100.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,22,35,23,89,0,90,1
mw24928.txt,http://www.lh-logins.com,23,www.lh-logins.com,17,0,com,66.66666667,0.777777778,0.5229071,0.059189714,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831224.txt,https://www.viewofchina.com,26,www.viewofchina.com,19,0,com,100.0,1.0,0.5229071,0.058923056,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1385,9381,1,viewofchina,100.0,100.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,42,12,18,227,3,242,1
mw209499.txt,http://www.drroller.us,22,www.drroller.us,15,0,us,65.56473829,1.0,0.0045585,0.05816165,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,31,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82306.txt,https://www.11main.com,21,www.11main.com,14,0,com,100.0,1.0,0.5229071,0.055476807,3,1,0,0,0.0,6,0.286,2,0.095,0,0,0,1,0.048,1,7818,62780,1,11main,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,1,1,1,1,1,179,6,8,432,2,26,1
8105783.txt,http://u2004226.plsk.regruhosting.ru/f/,39,u2004226.plsk.regruhosting.ru,29,0,ru,54.42247659,0.769230769,0.0180132,0.03522865,2,2,0,0,0.0,20,0.513,7,0.179,0,0,0,5,0.128,0,25,123487,1,u2004226plskreghostingf,0.0,0.0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,0
742130.txt,https://www.offoffonline.com,27,www.offoffonline.com,20,0,com,100.0,1.0,0.5229071,0.060872967,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2176,12744,1,offoffonline,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,16,2,12,52,1,8,1
659294.txt,https://www.regalosbilbao.com,28,www.regalosbilbao.com,21,0,com,100.0,1.0,0.5229071,0.064877444,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,7610,7026,1,regalosbilbao,100.0,100.0,1,0,1,0,0,1,5,0,0,1,1,1,1,0,1,0,1,110,2,5,386,27,392,1
154300.txt,https://www.netpas.net,21,www.netpas.net,14,0,net,100.0,1.0,0.0384199,0.063923196,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1210,392,1,tpas,66.66666667,66.66666667,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,38,14,30,109,0,23,1
509430.txt,https://www.correos.cu,21,www.correos.cu,14,0,cu,100.0,1.0,8.36e-05,0.077472909,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1238,8047,1,orreos,85.71428571,85.71428571,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,20,31,30,79,1,85,1
8085384.txt,http://43.134.191.197/interactivelogin?continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=107.178.238.57&amp;ifkv=awnogheoy9jrnffwctepji81-arcmemrw-ifau_815iausjtohln_210jrmjsbrillmbv5yd_ojy,253,43.134.191.197,14,1,197,3.94441853,0.4,0.0,0.043648045,3,2,0,0,0.0,157,0.621,39,0.154,5,3,0,26,0.134,1,11,555,1,43134191interactivelogin?continue=accountsgooglecom?&amp;followup=accountsgooglecom?&amp;passive=1209600&amp;xrealip=10717823857&amp;ifkv=awnogheoy9jrnffwctepji81-arcmemrw-ifau_815iausjtohln_210jrmjsbrillmbv5yd_ojy,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683856.txt,https://www.airbase.ru,21,www.airbase.ru,14,0,ru,100.0,1.0,0.0180132,0.064810075,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,439,538,1,aibase,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,4,6,50,0,54,1
7957299.txt,https://storageapi.fleek.co/c1418fbb-3c8a-444f-8d53-1072edbfbe4b-bucket/new/index.html,85,storageapi.fleek.co,19,0,co,24.82543963,0.6875,0.0059772,0.038626237,2,1,0,0,0.0,49,0.576,17,0.2,0,0,0,11,0.129,1,527,245,1,storageapifleekc1418fbb-3c8a-444f-8d53-1072edbfbe4b-bucketnewindexhtm,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,3,7,0,0,3,0
780790.txt,https://www.uk-pbc.com,21,www.uk-pbc.com,14,0,com,100.0,0.666666667,0.5229071,0.04909145,3,1,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,877,3271,1,uk-pbc,100.0,100.0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,22,16,19,100,1,110,1
7966511.txt,https://pocztaplska55.askymroopi.cf/?tranzakt38496&selectedbank=2,64,pocztaplska55.askymroopi.cf,27,0,cf,17.92169474,0.583333333,0.0001858,0.047125614,2,1,0,0,0.0,43,0.672,7,0.109,1,1,0,4,0.094,1,9,73,1,pocztaplska55askymroopi?tranzakt38496&selectedbank=,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527521.txt,https://www.hop-law.com,22,www.hop-law.com,15,0,com,100.0,0.571428571,0.5229071,0.057708416,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1119,9381,1,hop-law,100.0,100.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,90,11,18,117,0,125,1
mw6606.txt,http://www.advanced-ip-scaner.com,32,www.advanced-ip-scaner.com,26,0,com,91.8084436,0.5,0.5229071,0.063156929,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,3,0.094,0,9,51,1,advanced-ip-scaner,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw74644.txt,http://www.yeswesing.com,23,www.yeswesing.com,17,0,com,83.77007608,1.0,0.5229071,0.058098086,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,31,108,1,yeswesing,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw136380.txt,http://www.211207bei.top,24,www.211207bei.top,17,0,top,47.1682164,1.0,0.0002752,0.030757017,3,1,0,0,0.0,6,0.25,6,0.25,0,0,0,1,0.042,0,2,33,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004660.txt,https://kusca.com.ar/wp-includes/widgets/webtech/f9124e6d872708a24/pass/,71,kusca.com.ar,12,0,ar,17.89808516,0.666666667,0.0020445,0.041189494,2,1,0,0,0.0,42,0.592,13,0.183,0,0,0,8,0.113,1,2,80,0,0,0.0,1.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw30800.txt,http://www.recover-session-service.site,38,www.recover-session-service.site,32,0,site,59.8079561,0.347826087,0.0017656,0.066117752,4,1,0,0,0.0,24,0.632,0,0.0,0,0,0,3,0.079,0,2,47,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw74100.txt,http://www.nethunsleather.com,28,www.nethunsleather.com,22,0,com,66.40675763,1.0,0.5229071,0.061921614,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,2,2826,1,nethunsleather,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
mw51988.txt,http://www.qicp.vip,18,www.qicp.vip,12,0,vip,59.375,1.0,0.0001067,0.039460911,3,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,246,120,1,qicp,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0
126416.txt,https://www.grasiemercedes.com,29,www.grasiemercedes.com,22,0,com,100.0,1.0,0.5229071,0.069159927,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2041,11250,1,grasiemercedes,100.0,100.0,1,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,41,3,18,62,0,90,1
7956580.txt,https://nftgiftx.com/,20,nftgiftx.com,12,0,com,74.46581197,1.0,0.5229071,0.048120446,3,0,0,0,0.0,11,0.55,0,0.0,0,0,0,1,0.05,1,9,50,1,nftgiftx,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464988.txt,https://www.bmr.wales,20,www.bmr.wales,13,0,wales,100.0,1.0,5.14e-05,0.053063635,5,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,4923,82504,1,bmr,100.0,100.0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,27,4,10,82,0,42,1
178405.txt,https://www.robertmlee.org,25,www.robertmlee.org,18,0,org,100.0,1.0,0.0799628,0.070180049,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,291,1933,1,robertmlee,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,5,9,27,0,32,1
7972125.txt,https://foi-invitesuspensammbership.pages.net.br/,48,foi-invitesuspensammbership.pages.net.br,40,0,br,26.1931129,0.648648649,0.0094423,0.055692115,2,2,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,1,18,1086,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw169088.txt,http://www.schiessniemitdemtorwart.de,36,www.schiessniemitdemtorwart.de,30,0,de,49.90138067,1.0,0.0326503,0.060309821,2,1,0,0,0.0,24,0.667,0,0.0,0,0,0,1,0.028,0,4,46,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89679.txt,https://www.realzaragoza.com,27,www.realzaragoza.com,20,0,com,100.0,1.0,0.5229071,0.064169719,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,953,5492,1,realzaragoza,100.0,100.0,1,0,1,0,0,0,0,3,0,1,1,1,0,1,0,0,0,62,7,23,132,0,74,1
59414.txt,https://www.vissel-kobe.co.jp,28,www.vissel-kobe.co.jp,21,0,jp,100.0,0.5,0.0230451,0.056111377,2,2,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,852,615,1,vissel-kobeco,0.0,0.0,1,1,1,0,0,1,0,8,0,1,1,1,0,1,0,0,1,56,6,15,171,1,78,1
74755.txt,https://www.lmsal.com,20,www.lmsal.com,13,0,com,100.0,1.0,0.5229071,0.065688371,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,269,382,1,lmsal,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,21,0,30,1
mw204720.txt,http://www.treadball.com,24,www.treadball.com,17,0,com,84.44632291,1.0,0.5229071,0.062114436,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,treadball,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
mw207271.txt,http://www.rg-exponat.ru,23,www.rg-exponat.ru,17,0,ru,57.82312925,0.8,0.0180132,0.056716697,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,11,78,1,g-exponat,90.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8012916.txt,http://cs92426.tw1.ru/,21,cs92426.tw1.ru,14,0,ru,49.11564626,0.727272727,0.0180132,0.024773887,2,1,0,0,0.0,6,0.286,6,0.286,0,0,0,2,0.095,0,9,57,1,cs92426tw1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120405.txt,https://www.spdbooks.org,23,www.spdbooks.org,16,0,org,100.0,1.0,0.0799628,0.057437842,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1428,8537,1,spdbooks,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,79,1,5,166,63,42,1
109457.txt,https://www.hdsexfilme.mobi,26,www.hdsexfilme.mobi,19,0,mobi,100.0,1.0,0.0002559,0.050914776,4,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,392,4549,1,hdsexfilme,100.0,100.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,54,1,1,67,0,67,1
497175.txt,https://www.robertabondar.com,28,www.robertabondar.com,21,0,com,100.0,1.0,0.5229071,0.067149931,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,710,663,1,robertabondar,100.0,100.0,1,0,1,0,0,1,0,35,0,1,1,1,0,0,0,0,1,20,2,9,1,3,23,1
8114809.txt,https://8rvv.short.gy/bper.it/,30,8rvv.short.gy,13,0,gy,28.61265718,0.7,2.36e-05,0.043721335,2,1,0,0,0.0,16,0.533,1,0.033,0,0,0,5,0.167,1,123,785,1,8rvvshortbperit,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
446117.txt,https://www.justinecelina.com,28,www.justinecelina.com,21,0,com,100.0,1.0,0.5229071,0.062762058,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1538,9381,1,justinecelina,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,59,13,16,245,2,269,1
mw14845.txt,http://www.servcobranca.in,25,www.servcobranca.in,19,0,in,65.85034014,1.0,0.0050842,0.064231636,2,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63221.txt,https://www.gaebler.com,22,www.gaebler.com,15,0,com,100.0,1.0,0.5229071,0.065760672,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,937,6429,1,gaebler,100.0,100.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,12,3,5,110,0,24,1
388167.txt,https://www.rugbyweek.com,24,www.rugbyweek.com,17,0,com,100.0,1.0,0.5229071,0.049067693,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1617,23863,1,rugbyweek,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,54,22,28,321,1,357,1
507162.txt,https://www.vapriikki.fi,23,www.vapriikki.fi,16,0,fi,100.0,1.0,0.0027596,0.04160446,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1334,1820,1,vapriikki,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,28,10,60,120,3,123,1
7524.txt,https://www.wienerzeitung.at,27,www.wienerzeitung.at,20,0,at,100.0,1.0,0.0038776,0.056065473,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3707,9853,1,wienerzeitung,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,327,0,7,288,1,196,1
mw64686.txt,http://www.jaycees.co.uk,23,www.jaycees.co.uk,17,0,uk,77.43026205,0.8,0.028555,0.061536998,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,11,85,1,jayceesco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7554493.txt,http://suwirun.com/rasc?stepid=amfwx2dhymlaewfob28uzxm=&amp;step=s1gbdkclyhqz&amp;id=ing,87,suwirun.com,11,0,com,12.56723953,1.0,0.5229071,0.043550334,3,0,0,0,0.0,65,0.747,4,0.046,4,1,0,6,0.126,0,9,147,1,suwirunrasc?stepid=amfwx2dhymlaewfob28uzxm=&amp;step=s1gbdkclyhqz&amp;id=in,0.0,98.68421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
756711.txt,https://www.cheyennelanguage.org,31,www.cheyennelanguage.org,24,0,org,100.0,1.0,0.0799628,0.061104921,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,307,1750,1,cheyennelanguage,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,45,0,81,1
833622.txt,https://www.rowleycorvette.com,29,www.rowleycorvette.com,22,0,com,100.0,1.0,0.5229071,0.064625048,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2204,23427,1,rowleyrvette,0.0,0.0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,114,9,12,360,11,372,1
65640.txt,https://www.commotionwireless.net,32,www.commotionwireless.net,25,0,net,100.0,1.0,0.0384199,0.068205077,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,350,229,1,commotionwireless,100.0,100.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,44,5,10,1
474124.txt,https://www.britishhedgehogs.org.uk,34,www.britishhedgehogs.org.uk,27,0,uk,100.0,0.85,0.028555,0.052098584,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1198,9381,1,britishhedgehogsorg,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,47,63,47,164,9,161,1
mw65517.txt,http://www.cover.urlfb.co,24,www.cover.urlfb.co,18,0,co,65.30612245,0.545454545,0.0059772,0.053182021,2,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,8,41,1,overurlfb,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw129699.txt,http://www.asr-shaparak.ml,26,www.asr-shaparak.ml,19,0,ml,53.77777778,0.75,0.0001306,0.056222092,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,20,213,1,asr-shaparak,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615609.txt,https://www.slatenresidential.com,32,www.slatenresidential.com,25,0,com,100.0,1.0,0.5229071,0.065680177,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2161,10957,1,slatenresidential,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,29,17,22,140,0,134,1
8041493.txt,https://shar3pointfilehjdcl0udprotect.myportfolio.com/,54,shar3pointfilehjdcl0udprotect.myportfolio.com,45,0,com,38.08695652,0.390243902,0.5229071,0.053981558,3,1,0,0,0.0,41,0.759,2,0.037,0,0,0,3,0.056,1,79,34714,1,shar3pointfilehjdcl0udprotectmyportfolio,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,3,2,0,3,0
140792.txt,https://www.tluxp.com,20,www.tluxp.com,13,0,com,100.0,1.0,0.5229071,0.047663007,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,480,3950,1,tluxp,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,17,6,10,49,1,24,1
mw39054.txt,http://www.s.progammerli.com,27,www.s.progammerli.com,21,0,com,59.13110342,0.923076923,0.5229071,0.065091684,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,2,482,1,sprogammerli,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7908818.txt,http://www.saiaoon-co-jp.aeseose.rpgjkv.top/jp.php,49,www.saiaoon-co-jp.aeseose.rpgjkv.top,36,0,top,26.24589086,0.285714286,0.0002752,0.055600815,3,3,0,0,0.0,31,0.633,0,0.0,0,0,0,7,0.143,0,11,80,1,saiaoon-co-jpaeseoserpgjkvjpph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7996159.txt,https://document2-be2c0.web.app/,31,document2-be2c0.web.app,23,0,app,51.41776938,0.526315789,0.001502,0.047340504,3,1,0,0,0.0,17,0.548,3,0.097,0,0,0,3,0.097,1,4,742,1,document2-be2c0web,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
604096.txt,https://www.ypsilondresses.com,29,www.ypsilondresses.com,22,0,com,100.0,1.0,0.5229071,0.060853209,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,5877,4378,1,ypsilondresses,100.0,100.0,1,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,147,4,24,100,1,22,1
18664.txt,https://www.authorsden.com,25,www.authorsden.com,18,0,com,100.0,1.0,0.5229071,0.063737691,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1051,12307,1,authorsden,100.0,100.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,42,0,0,287,0,46,1
411064.txt,https://www.007james.com,23,www.007james.com,16,0,com,100.0,1.0,0.5229071,0.047318288,3,1,0,0,0.0,7,0.304,3,0.13,0,0,0,1,0.043,1,249,532,1,007james,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,12,2,5,59,0,6,1
646934.txt,https://www.cpbox.com,20,www.cpbox.com,13,0,com,100.0,1.0,0.5229071,0.057407827,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1477,3087,1,cpbox,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,26,13,12,37,4,55,1
8057528.txt,https://fb-restriction-case-ac669.web.app/,42,fb-restriction-case-ac669.web.app,33,0,app,34.32722951,0.517241379,0.001502,0.053107916,3,1,0,0,0.0,25,0.595,3,0.071,0,0,0,6,0.143,1,108,8125,1,fb-restriction-case-ac669web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
547264.txt,https://www.pickawareness.com,28,www.pickawareness.com,21,0,com,100.0,1.0,0.5229071,0.062410982,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2344,7014,1,pickawareness,100.0,100.0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,18,5,11,283,0,11,1
382020.txt,https://www.johannesstoetterart.com,34,www.johannesstoetterart.com,27,0,com,100.0,1.0,0.5229071,0.067236721,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,3496,42310,1,johannesstoetterart,100.0,100.0,0,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,33,25,35,81,13,113,1
421773.txt,https://www.artingeneral.org,27,www.artingeneral.org,20,0,org,100.0,1.0,0.0799628,0.066815893,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,231,1011,1,artingeneral,100.0,100.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,0,5,12,0,9,1
8053038.txt,http://refrimatelco.com/,24,refrimatelco.com,16,0,com,68.79595588,1.0,0.5229071,0.068975574,3,0,0,0,0.0,15,0.625,0,0.0,0,0,0,2,0.083,0,180,122,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,2,0,0,1,0
632115.txt,https://www.hannahburr.com,25,www.hannahburr.com,18,0,com,100.0,1.0,0.5229071,0.056661264,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1161,3755,1,hannahburr,100.0,100.0,0,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,20,19,12,50,0,5,1
mw41301.txt,http://www.freecontent.stream,28,www.freecontent.stream,22,0,stream,68.61598441,1.0,2.08e-05,0.068112005,6,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,9,50,1,freecontent,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
